PostId,TypeId,IsBest,Score,API,Sentences
12918,2,0,8,java.util.HashMap,Please use any Map implementation instead like HashMap or TreeMap.
23445,1,0,31,java.util.HashMap,"Some more background info:  As far as I know, the oldSet and newSet are actually backed by ArrayList Each set contains less than 100 items, most likely max out at 20 This code is called frequently (measured in millions/day), although the sets seldom differ  My questions:  If I convert oldSet and newSet into HashMap<Foo> (order is not of concern here), with the IDs as keys, would it made the code easier to read and easier to compare?"
23944,2,0,8,java.util.HashMap,"As far as your questions: If I convert oldSet and newSet into HashMap (order is not of concern here), with the IDs as keys, would it made the code easier to read and easier to compare?"
27609,2,1,911,java.util.HashMap,"Also remember: When using a hash-based Collection or Map such as HashSet, LinkedHashSet, HashMap, Hashtable, or WeakHashMap, make sure that the hashCode() of the key objects that you put into the collection never changes while the object is in the collection."
40119,1,0,66,java.util.HashMap,"Basically, I can tell that there are several hundred megabytes of hash table entries ([java.util.HashMap$Entry or something like that), but maps are used all over the place... Is there some way to search for large maps, or perhaps find general roots of large object trees?"
40471,1,0,1718,java.util.HashMap,Differences between HashMap and Hashtable?
40471,1,0,1718,java.util.HashMap,What are the differences between a HashMap and a Hashtable in Java?
24583680,2,0,2,java.util.HashMap,HashMap and HashTable some important points about hashmap and hashtable.
24583680,2,0,2,java.util.HashMap,Here HM it means HashMap and  HT it means HashTable.
24583680,2,0,2,java.util.HashMap,1) first difference is HashMap is not thread safe   While HashTable is ThreadSafe 2) HashMap  performance wise is better because it is not thread safe.
30108941,2,0,9,java.util.HashMap,Difference between HashMap and HashTable / HashMap vs HashTable   Synchronization or Thread Safe :  This is the most important difference between two .
30108941,2,0,9,java.util.HashMap,"HashMap is non synchronized and not thread safe.On the other hand, HashTable is thread safe and synchronized."
30108941,2,0,9,java.util.HashMap,When to use HashMap ?
30108941,2,0,9,java.util.HashMap,It is better off externally synchronizing a HashMap or using a ConcurrentMap implementation (e.g ConcurrentHashMap).HashMap is the subclass of the AbstractMap class.
30108941,2,0,9,java.util.HashMap,"Although Hashtable and HashMap has different superclasses but they both are implementations of the ""Map""  abstract data type."
40483,2,0,10,java.util.HashMap,"Based on the info here, I'd recommend going with HashMap."
13467173,2,0,26,java.util.HashMap,It provides comparisons between different data structures along with HashMap and Hashtable.
27293997,2,0,1,java.util.HashMap,3.One more notable difference between Hashtable and HashMap is that because of thread-safety and synchronization Hashtable is much slower than HashMap if used in Single threaded environment.
10372667,2,0,14,java.util.HashMap,"HashTable is synchronized, if you are using it in a single thread you can use HashMap, which is an unsynchronized version."
10372667,2,0,14,java.util.HashMap,"By the way if multiple threads access a HashMap concurrently, and at least one of the threads modifies the map structurally, it must be synchronized externally."
10372667,2,0,14,java.util.HashMap,HashMap can contain one null key and null values.
10372667,2,0,14,java.util.HashMap,"HashTable and HashMap are member of the Java Collections Framework (since Java 2 platform v1.2, HashTable was retrofitted to implement the Map interface)."
10372667,2,0,14,java.util.HashMap,HashMap doesn't guarantee the order in which elements are returned.
25348157,2,0,2,java.util.HashMap,"Old and classic topic, just want to add this helpful blog that explains this: http://blog.manishchhabra.com/2012/08/the-5-main-differences-betwen-hashmap-and-hashtable/ Blog by Manish Chhabra  The 5 main differences betwen HashMap and Hashtable HashMap and Hashtable both implement java.util.Map interface but there   are some differences that Java developers must understand to write   more efficient code."
25348157,2,0,2,java.util.HashMap,"One of the major differences between HashMap and Hashtable is that HashMap is non-synchronized whereas Hashtable is synchronized, which   means Hashtable is thread-safe and can be shared between multiple   threads but HashMap cannot be shared between multiple threads without   proper synchronization."
25348157,2,0,2,java.util.HashMap,"The HashMap class is roughly equivalent to Hashtable, except that it permits nulls."
25348157,2,0,2,java.util.HashMap,(HashMap allows null values as key and value whereas   Hashtable doesn’t allow nulls).
25348157,2,0,2,java.util.HashMap,The third significant difference between HashMap vs Hashtable is that Iterator in the HashMap is a fail-fast iterator while the   enumerator for the Hashtable is not and throw   ConcurrentModificationException if any other Thread modifies the map   structurally by adding or removing any element except Iterator’s own   remove() method.
25348157,2,0,2,java.util.HashMap,One more notable difference between Hashtable and HashMap is that because of thread-safety and synchronization Hashtable is much slower   than HashMap if used in Single threaded environment.
25348157,2,0,2,java.util.HashMap,"So if you don’t   need synchronization and HashMap is only used by one thread, it out   perform Hashtable in Java."
25348157,2,0,2,java.util.HashMap,HashMap does not guarantee that the order of the map will remain constant over time.
25348157,2,0,2,java.util.HashMap,Note that HashMap can be synchronized by code.
25348157,2,0,2,java.util.HashMap,In Summary there are significant differences between Hashtable and   HashMap in Java e.g.
40512,2,0,13,java.util.HashMap,"Hashtable is synchronized, whereas HashMap isn't."
40512,2,0,13,java.util.HashMap,"For non-threaded apps, use HashMap since they are otherwise the same in terms of functionality."
26291777,2,0,0,java.util.HashMap,"Check Here  Synchronization or Thread Safe : One of the major differences between   HashMap and Hashtable is that HashMap is non-synchronized whereas   Hashtable is synchronized, which means Hashtable is thread-safe and   can be shared between multiple threads but HashMap cannot be shared   between multiple threads without proper synchronization."
26291777,2,0,0,java.util.HashMap,"Null keys and null values : The HashMap class is roughly equivalent to   Hashtable, except that it permits nulls."
26291777,2,0,0,java.util.HashMap,(HashMap permits one null key   and multiple null values.
26291777,2,0,0,java.util.HashMap,Iterating the values: The third significant difference between HashMap   vs Hashtable is that Iterator in the HashMap is a fail-fast iterator   while the enumerator for the Hashtable is not and throw   ConcurrentModificationException if any other Thread modifies the map   structurally by adding or removing any element except Iterator’s own   remove() method.
26291777,2,0,0,java.util.HashMap,Default Capacity:  Hashmap: static final int DEFAULT_INITIAL_CAPACITY   =16  static final float DEFAULT_LOAD_FACTOR = 0.75f;  Hashtable:  static final int DEFAULT_INITIAL_CAPACITY = 11;   static final float   DEFAULT_LOAD_FACTOR = 0.75f; HashMap does not guarantee that the order of the map will remain   constant over time.
13797704,2,0,14,java.util.HashMap,HashMap and Hashtable have significant algorithmic differences as well.
